,losses,counter
0,2.305527925491333,0
1,2.3032665252685547,640
2,2.300644874572754,1280
3,2.280665159225464,1920
4,2.291356325149536,2560
5,2.276994228363037,3200
6,2.285987138748169,3840
7,2.284280776977539,4480
8,2.2508227825164795,5120
9,2.2507996559143066,5760
10,2.2068214416503906,6400
11,2.1911673545837402,7040
12,2.147120714187622,7680
13,1.9441581964492798,8320
14,1.738077163696289,8960
15,1.3268322944641113,9600
16,1.4061992168426514,10240
17,1.2313122749328613,10880
18,0.9360665082931519,11520
19,0.8889331817626953,12160
20,1.0493732690811157,12800
21,0.6512817740440369,13440
22,0.764160692691803,14080
23,0.5261425375938416,14720
24,0.6217434406280518,15360
25,0.48877769708633423,16000
26,0.6829009652137756,16640
27,0.5002034306526184,17280
28,0.4666382670402527,17920
29,0.4904254972934723,18560
30,0.791602373123169,19200
31,0.519109845161438,19840
32,0.33163318037986755,20480
33,0.4041345417499542,21120
34,0.4217672049999237,21760
35,0.38079023361206055,22400
36,0.45007652044296265,23040
37,0.43123120069503784,23680
38,0.3233330547809601,24320
39,0.27108997106552124,24960
40,0.43241140246391296,25600
41,0.31243351101875305,26240
42,0.41595086455345154,26880
43,0.4510131776332855,27520
44,0.5278525948524475,28160
45,0.5255154371261597,28800
46,0.3490193784236908,29440
47,0.4103151857852936,30080
48,0.4272848069667816,30720
49,0.47219955921173096,31360
50,0.2526954412460327,32000
51,0.36619120836257935,32640
52,0.41271066665649414,33280
53,0.381033331155777,33920
54,0.5045159459114075,34560
55,0.228069007396698,35200
56,0.5540565848350525,35840
57,0.32418668270111084,36480
58,0.24903887510299683,37120
59,0.13252101838588715,37760
60,0.23091520369052887,38400
61,0.22045321762561798,39040
62,0.3029414713382721,39680
63,0.17464521527290344,40320
64,0.31840354204177856,40960
65,0.25100526213645935,41600
66,0.2245481014251709,42240
67,0.36321550607681274,42880
68,0.12496455013751984,43520
69,0.15059949457645416,44160
70,0.24369579553604126,44800
71,0.14801156520843506,45440
72,0.48865005373954773,46080
73,0.3673529326915741,46720
74,0.35269415378570557,47360
75,0.24122799932956696,48000
76,0.3827008008956909,48640
77,0.19520044326782227,49280
78,0.3443188965320587,49920
79,0.27493399381637573,50560
80,0.16379842162132263,51200
81,0.29311567544937134,51840
82,0.280230313539505,52480
83,0.16154782474040985,53120
84,0.17885787785053253,53760
85,0.38329100608825684,54400
86,0.158385768532753,55040
87,0.31159529089927673,55680
88,0.16844294965267181,56320
89,0.13758619129657745,56960
90,0.36834895610809326,57600
91,0.33147817850112915,58240
92,0.23799115419387817,58880
93,0.18268348276615143,59520
94,0.35662180185317993,60000
95,0.1651441752910614,60640
96,0.44008928537368774,61280
97,0.235590860247612,61920
98,0.36753666400909424,62560
99,0.1489495486021042,63200
100,0.24712245166301727,63840
101,0.3462786078453064,64480
102,0.18626698851585388,65120
103,0.17795534431934357,65760
104,0.13675755262374878,66400
105,0.21477597951889038,67040
106,0.1493537724018097,67680
107,0.2996765375137329,68320
108,0.1092890277504921,68960
109,0.1542626917362213,69600
110,0.11440960317850113,70240
111,0.12487922608852386,70880
112,0.12085404992103577,71520
113,0.10429743677377701,72160
114,0.27564436197280884,72800
115,0.25010013580322266,73440
116,0.07622134685516357,74080
117,0.17713867127895355,74720
118,0.1276186853647232,75360
119,0.22682900726795197,76000
120,0.3123404383659363,76640
121,0.2336823046207428,77280
122,0.1306043565273285,77920
123,0.07693064212799072,78560
124,0.14113718271255493,79200
125,0.13643299043178558,79840
126,0.13116967678070068,80480
127,0.1959591656923294,81120
128,0.16187909245491028,81760
129,0.29736775159835815,82400
130,0.13951128721237183,83040
131,0.06958132237195969,83680
132,0.0723855271935463,84320
133,0.0902322307229042,84960
134,0.18369296193122864,85600
135,0.261135995388031,86240
136,0.02778487838804722,86880
137,0.10509908199310303,87520
138,0.21077647805213928,88160
139,0.10648323595523834,88800
140,0.07041362673044205,89440
141,0.3103373646736145,90080
142,0.1494864523410797,90720
143,0.1303253173828125,91360
144,0.11289082467556,92000
145,0.0803087130188942,92640
146,0.21869418025016785,93280
147,0.10149736702442169,93920
148,0.33339831233024597,94560
149,0.1269528716802597,95200
150,0.08092379570007324,95840
151,0.09902390092611313,96480
152,0.20739752054214478,97120
153,0.12153202295303345,97760
154,0.09806900471448898,98400
155,0.16860325634479523,99040
156,0.19747236371040344,99680
157,0.1923789381980896,100320
158,0.07803661376237869,100960
159,0.03924442455172539,101600
160,0.07149765640497208,102240
161,0.27176985144615173,102880
162,0.12461631000041962,103520
163,0.2369706779718399,104160
164,0.1196306049823761,104800
165,0.24958215653896332,105440
166,0.3470504581928253,106080
167,0.09856704622507095,106720
168,0.06318389624357224,107360
169,0.19773636758327484,108000
170,0.37071147561073303,108640
171,0.24038948118686676,109280
172,0.18302807211875916,109920
173,0.14353401958942413,110560
174,0.14909879863262177,111200
175,0.09588585793972015,111840
176,0.09825392812490463,112480
177,0.17225907742977142,113120
178,0.08253975957632065,113760
179,0.2869858741760254,114400
180,0.05522537603974342,115040
181,0.08428967744112015,115680
182,0.33274590969085693,116320
183,0.10236603766679764,116960
184,0.09887717664241791,117600
185,0.11321647465229034,118240
186,0.21751761436462402,118880
187,0.062261905521154404,119520
