,M_list_1,Average_list_1,F_mu_list_1,A_mu_list_1,M_list_2,Average_list_2,F_mu_list_2,A_mu_list_2
107,8.976762,0.075608715,1.8180168,1.9162065,2.5872154,0.02027131,2.7524502,2.517797
108,9.165496,0.07418575,1.8180164,1.7865745,1.9460884,0.020058656,2.752471,2.5907676
109,8.419461,0.07445024,1.8180114,2.0309827,2.1006274,0.01997818,2.7524648,3.0091865
110,11.167524,0.07374943,1.8180332,1.44192,2.802307,0.020506239,2.752442,2.5402074
111,8.452107,0.07312764,1.8180213,1.8796467,2.4901671,0.019835869,2.752449,2.7227857
112,6.947139,0.07343565,1.8180312,2.2013912,1.8901396,0.020037726,2.7524695,3.0600142
113,8.632789,0.0746822,1.8180261,1.9776659,2.0301993,0.020029148,2.752473,2.901278
114,10.5651045,0.07352905,1.8180337,1.5648581,2.7719555,0.019883934,2.7524548,2.6587937
115,10.618225,0.07277161,1.8180294,1.5403154,2.7743948,0.019945836,2.7524648,2.7327461
116,10.285755,0.07037244,1.8180147,1.6566106,2.7500005,0.019507188,2.752448,2.4267857
117,11.222359,0.07576932,1.8180143,1.4585629,3.9163642,0.020528244,2.7524343,2.0692873
118,10.047256,0.07523655,1.8180025,1.7013239,2.3077946,0.020078039,2.752431,2.655784
119,7.965605,0.071706064,1.8180096,1.928061,1.9704471,0.019423028,2.752424,2.9288301
120,9.273388,0.07357678,1.8180108,1.6600026,3.0328696,0.020000791,2.7524168,2.6149697
121,9.251665,0.074340716,1.8180226,1.7072407,2.3589375,0.020118905,2.7524333,2.939148
122,6.305563,0.07276076,1.8180101,2.4526803,1.4297082,0.019942865,2.752428,3.1127017
123,10.01289,0.07259797,1.8180183,1.6233937,2.6772537,0.020061081,2.7524438,2.5724428
124,9.307731,0.076774046,1.8180194,1.8064345,2.800506,0.020469477,2.752482,2.5994666
125,8.45792,0.07269872,1.8180286,1.9220539,3.2630086,0.020068547,2.7524915,2.261164
126,9.851673,0.069525026,1.8180282,1.6863959,2.7758474,0.019114971,2.7524865,2.618307
127,10.296625,0.076805964,1.8180298,1.49932,2.711124,0.020865563,2.752507,2.5015702
128,10.483599,0.07070301,1.8180386,1.6482195,2.8066306,0.019539563,2.752507,2.4181578
129,9.706492,0.07311023,1.8180399,1.8169099,1.8917121,0.019630555,2.7525074,3.1707091
130,8.681205,0.07293896,1.8180428,1.8881053,2.2049108,0.019839438,2.7525072,2.5302105
131,7.635009,0.072786644,1.8180472,2.0544472,1.8835293,0.019833561,2.7524893,2.850595
132,10.535272,0.071876876,1.8180604,1.4753878,3.0841672,0.019692712,2.7525089,2.3674126
133,9.9625,0.07490473,1.818065,1.615846,2.8564928,0.020114107,2.7525346,2.5806825
134,9.322627,0.073860586,1.8180733,1.7260336,2.5067356,0.019536616,2.7525265,2.4401164
135,10.176838,0.07637339,1.8180771,1.6218437,2.536734,0.02066792,2.7525368,2.6287196
136,8.447856,0.071686916,1.8180785,1.915351,2.3334348,0.019748699,2.752523,2.7605898
137,7.4686794,0.07648495,1.8180653,2.1775014,2.0527282,0.020615311,2.7525723,2.4830678
138,9.926015,0.0749398,1.818077,1.7353662,2.4444695,0.020252025,2.7525816,2.4891038
139,8.147255,0.07386827,1.818088,2.080058,1.959863,0.020144522,2.7525926,2.9186878
140,5.1948533,0.075946,1.8181099,1.946769,1.4708408,0.020505413,2.7525966,2.9496174
141,10.330143,0.07462209,1.818109,1.5657134,2.0128462,0.020278413,2.7526011,3.3794546
142,11.535659,0.074444495,1.8181131,1.4033586,2.8192308,0.020326365,2.7525933,2.4400434
143,9.325584,0.07112476,1.8181115,1.785934,2.2525282,0.019496633,2.7525728,2.7092485
144,8.266224,0.07218649,1.8181084,2.0099702,2.1203685,0.019720338,2.752598,2.9788175
145,9.045325,0.071725346,1.8181083,1.8157568,2.5688338,0.019473488,2.752607,2.4092894
146,7.6174693,0.07440657,1.8180971,2.2160158,1.8522292,0.020375993,2.7526,2.844771
147,8.727608,0.07294634,1.818115,1.8790469,2.3761108,0.0199954,2.7526128,2.8419724
148,7.4858265,0.07295556,1.8181338,2.0076535,2.1155121,0.020054882,2.7526195,2.6885328
149,9.900202,0.073765315,1.8181428,1.7062727,2.4825194,0.019850997,2.7525828,2.586878
150,9.456779,0.07311624,1.8181586,1.7339339,2.5939956,0.019713819,2.7525682,2.6827939
151,10.026293,0.07448562,1.818154,1.7911692,3.020754,0.020151716,2.7525814,2.5151231
152,8.373913,0.07373821,1.8181556,2.0502613,2.3651547,0.019825462,2.7525678,2.6814365
153,10.497092,0.0746474,1.8181577,1.50611,2.8577714,0.020230457,2.752583,2.6596556
154,10.392363,0.073153034,1.8181604,1.486593,2.698745,0.019944245,2.7525535,2.6229012
155,8.891801,0.07198178,1.8181587,1.8143307,2.3814526,0.019791655,2.752544,2.74598
156,6.7722144,0.071079634,1.818166,1.8372263,2.1819813,0.019693574,2.7525585,2.2776265
157,9.481157,0.073598966,1.8181717,1.6883404,3.039184,0.019810034,2.752566,2.4815965
158,8.820035,0.0744691,1.8181721,1.9059976,2.3680735,0.020445218,2.7525663,2.3351939
159,9.56399,0.072093084,1.8181694,1.792572,2.157402,0.019379271,2.7525876,3.030432
160,9.741108,0.07196843,1.8181716,1.6429199,2.343785,0.019577129,2.7525775,2.4940956
161,9.1260195,0.07350963,1.8181748,2.044582,2.6376445,0.019968832,2.7525916,2.608776
162,8.1866,0.074385196,1.8181906,1.9558874,2.11586,0.020191226,2.752599,2.5824707
163,8.042072,0.07231876,1.8181852,2.2804387,2.5873282,0.019996803,2.7525942,2.8158166
164,9.38586,0.074361295,1.8181956,1.6412272,2.492769,0.020527344,2.7525916,2.509422
165,7.197561,0.076983415,1.8181952,2.0923421,2.4231906,0.020660093,2.75259,2.2796216
166,8.37116,0.07397996,1.8181974,1.6722516,2.4114094,0.020257186,2.752591,2.6312654
167,8.296027,0.071211025,1.8181876,2.040603,2.4062278,0.0195885,2.752616,2.5390673
168,11.374831,0.0770028,1.8181995,1.4618227,3.0423899,0.020730255,2.7526367,2.4916964
169,7.3228016,0.07546746,1.8182167,1.8335586,2.3391483,0.020559823,2.7526414,2.6660094
170,9.811923,0.0726654,1.8182243,1.6737345,2.6934767,0.019902844,2.7526815,2.1246517
171,11.009786,0.07458651,1.8182198,1.5736706,2.6384375,0.02050611,2.752706,2.6644015
172,9.12271,0.07404645,1.81822,1.8686887,2.2432601,0.02032375,2.7527018,2.8920405
173,8.23584,0.07468808,1.8182286,1.9537667,2.1124809,0.020162068,2.7526898,2.8120856
174,9.769288,0.07612884,1.8182284,1.6922573,2.7094276,0.020204939,2.7526858,2.759226
175,8.997489,0.07245409,1.8182235,1.7807419,2.480479,0.019694507,2.7526689,2.2789695
176,9.5096445,0.07709221,1.8182237,1.6815461,2.7859578,0.020763263,2.752678,2.6367183
177,8.645466,0.073111616,1.8182396,1.8640869,2.8918386,0.019839222,2.752696,2.3686855
178,8.532623,0.072417915,1.8182329,1.8695792,2.5061438,0.019654498,2.7527008,2.5452154
179,9.440832,0.07082312,1.8182268,1.7188269,2.3651984,0.019671094,2.7527363,3.0027163
180,7.759625,0.07522248,1.8182375,2.0666142,2.1872175,0.020218598,2.7527504,2.618051
181,7.7517395,0.07421631,1.8182433,1.9285125,1.9719399,0.020436909,2.7527459,2.610797
182,8.059378,0.075756066,1.8182509,1.9597741,2.113706,0.020369321,2.7527413,2.6349812
183,8.506168,0.07490314,1.81825,1.9938376,1.925974,0.020311367,2.7527308,2.715555
184,8.7164545,0.07391066,1.8182511,1.8852689,2.4198585,0.020059431,2.752731,2.626258
185,9.369245,0.074506804,1.8182484,1.8247685,2.222677,0.020243464,2.752761,2.9260156
186,6.2470155,0.07315411,1.8182442,1.9866314,2.771347,0.020510035,2.7527192,2.439573
187,7.480403,0.075409405,1.8182368,2.1573737,2.7110245,0.020588499,2.7527304,2.3090904
188,9.334013,0.073998556,1.8182352,1.7698971,2.3022678,0.020374283,2.7527528,2.8033473
189,9.033917,0.073263496,1.818234,1.9045165,2.8146796,0.020076228,2.7527497,2.511611
190,9.239686,0.07475269,1.8182313,1.8351718,2.3890707,0.02019757,2.7527847,2.7942693
191,8.884057,0.07339731,1.8182355,1.9497848,2.39228,0.020393249,2.7527888,2.9339104
192,7.842289,0.072686866,1.8182476,2.1583533,2.8416178,0.020109845,2.7528255,2.720513
193,8.540028,0.07225426,1.8182461,1.9230675,2.5453405,0.020112587,2.7528672,2.686226
194,8.297791,0.07452362,1.8182453,1.9118896,1.9886901,0.02021638,2.7528594,2.8671832
195,11.270536,0.07437846,1.8182507,1.3533878,2.9935775,0.020448204,2.752863,2.5939326
196,9.861943,0.071630865,1.8182653,1.6792933,2.6839485,0.01965296,2.7528408,2.6722667
197,8.961364,0.074047476,1.8182772,1.7789336,2.9944537,0.020216938,2.7528267,2.4850173
198,10.152109,0.07182642,1.8182836,1.7252196,2.4820852,0.019360323,2.752798,2.5636005
199,9.205651,0.0746014,1.8182838,1.7104347,2.7647185,0.02005816,2.7528346,2.6112485
200,9.516661,0.07162563,1.8182949,1.8284329,2.6240258,0.019787278,2.75284,2.6576211
201,10.48455,0.0721299,1.8183151,1.563104,1.9329475,0.02026194,2.7528298,3.1585314
202,10.955011,0.075204,1.8183211,1.4572433,2.8786414,0.020378793,2.7528257,2.570669
203,8.483387,0.07329576,1.8183281,1.8844936,2.4892635,0.020210091,2.7528248,2.6326408
204,8.499288,0.07299767,1.8183312,2.006323,2.4964292,0.01983213,2.752849,2.6888423
205,6.6789804,0.071905404,1.8183287,1.8462601,2.0520537,0.019912157,2.752873,2.3297825
206,6.735741,0.07426766,1.8183466,2.3130777,2.2411435,0.020174082,2.7528458,2.5533955
207,7.962944,0.07335756,1.81835,2.0032837,2.7686427,0.02004667,2.7528284,2.7642493
208,6.983428,0.07348478,1.8183522,1.8127037,1.7379657,0.020196142,2.7528236,2.8384202
209,6.775588,0.07313022,1.8183655,2.6993606,2.0253952,0.01986044,2.7528486,3.0466545
210,9.51547,0.074076705,1.818365,1.7386937,2.845791,0.02003629,2.7528818,2.6390224
211,11.434368,0.077842586,1.8183603,1.3015416,2.850475,0.02106578,2.7529016,2.7640307
212,7.1995497,0.07481842,1.8183632,2.1778913,2.3250687,0.020340856,2.752903,2.5562165
213,9.834386,0.074961625,1.8183551,1.7440751,2.500841,0.020252602,2.752894,2.6681967
214,8.486235,0.07387863,1.8183764,1.9254034,2.5200276,0.020379828,2.7528958,2.3576584
215,8.755418,0.07354401,1.8183767,1.7956077,2.333744,0.020021318,2.752891,2.6930013
216,9.507766,0.07493638,1.8183898,1.716169,2.771407,0.020395229,2.752895,2.3363206
217,7.176914,0.07574961,1.8183801,2.2887592,1.7597833,0.020538427,2.7529144,2.9496186
218,9.38955,0.07423507,1.8183877,1.7643117,2.3454998,0.020141508,2.7528965,2.4456866
219,6.5335546,0.07189481,1.8183945,2.4562237,2.0342531,0.020103341,2.752889,2.5899515
220,8.360373,0.07329596,1.8183986,1.8775654,2.6317267,0.020380082,2.7528768,2.1853373
221,8.432336,0.07219427,1.818405,2.0308912,2.4070113,0.019759234,2.7528768,2.531805
222,8.809201,0.073176004,1.8184154,1.6790323,2.5118675,0.019931294,2.7528732,2.3285556
223,7.4417515,0.071770236,1.8184235,2.382398,2.0131469,0.019793574,2.7528775,2.8830566
224,7.580303,0.071742825,1.8184421,2.066233,2.1295102,0.020061221,2.7528677,2.4438307
225,8.468272,0.07527192,1.8184395,1.850077,2.5166895,0.020822993,2.7528791,2.5869517
226,8.180879,0.07498102,1.8184344,2.1360102,2.4531703,0.02039426,2.752903,2.5914152
227,9.618604,0.07517113,1.8184407,1.6224935,2.508037,0.020066166,2.752916,2.6202648
228,8.518405,0.07232627,1.8184513,1.7980856,2.825398,0.020130422,2.7528985,2.510079
229,8.6449,0.07515862,1.8184463,1.7902464,2.7464805,0.02051369,2.7528992,2.5547802
230,8.726625,0.07327576,1.8184612,1.8042198,2.9203222,0.020287458,2.7529168,2.5112062
231,6.5349765,0.07375267,1.8184664,2.2528791,1.9932996,0.020102868,2.7529426,2.606556
232,9.614626,0.07271938,1.81847,1.6596851,2.965872,0.020404,2.7529774,2.3816817
233,9.366204,0.07457706,1.8184592,1.7579719,2.5021617,0.02063798,2.752985,2.6088254
234,8.48249,0.074241,1.8184658,1.8324302,2.2672212,0.020160822,2.7529857,2.5723662
235,8.110681,0.07407017,1.8184603,2.128902,2.1553457,0.02056897,2.7529912,2.7241762
236,11.206304,0.07212152,1.81848,1.3817453,2.9226236,0.019875243,2.7529917,2.2869027
237,9.268881,0.072099134,1.818489,1.7153189,3.0552018,0.019674648,2.7529898,2.3643024
238,7.2666097,0.07482335,1.8184942,2.3351517,2.1094337,0.02041849,2.7529898,2.6227696
239,9.639989,0.07582121,1.8184857,1.5409504,2.4795218,0.020688167,2.7530036,2.71592
240,11.49251,0.073197305,1.8184787,1.4015967,2.4173594,0.019994745,2.7530148,2.7395084
241,10.684698,0.0729601,1.8184931,1.5677822,2.2852678,0.019983966,2.7530327,2.9463923
242,9.758062,0.07576795,1.8184849,1.6928543,3.095246,0.020321526,2.7530222,2.3448243
243,9.863162,0.07420294,1.8184894,1.7311426,2.77064,0.020662654,2.753033,2.4523206
244,10.175816,0.07413226,1.8184816,1.605503,2.9125626,0.020396888,2.7530344,2.2924764
245,9.923996,0.07499356,1.8184687,1.6866379,2.4683464,0.020792177,2.7530317,2.8839934
246,9.965706,0.074078284,1.8184783,1.7327456,2.4248161,0.020209461,2.7530468,2.755988
247,10.80016,0.07343604,1.8184843,1.5297894,2.7136457,0.020534331,2.753028,2.3348246
248,5.8898244,0.071660936,1.8184862,1.9258367,1.5417255,0.020106347,2.7530534,2.8985894
249,10.246782,0.077173024,1.8184955,1.552682,2.8376226,0.021052431,2.753073,2.5367281
250,8.830702,0.0742305,1.8185052,2.011595,1.7496548,0.020697225,2.7530785,3.1389265
251,7.649855,0.07277763,1.8185085,2.337029,2.1082273,0.020016212,2.753069,2.8630154
252,7.098443,0.07188827,1.81851,2.2525735,1.9168868,0.020113911,2.7530813,2.804785
253,10.070781,0.074917704,1.8185141,1.7696768,2.0626106,0.020376354,2.7530937,2.8736975
254,7.8728566,0.075506486,1.8185096,1.7149011,2.8284094,0.02091423,2.7531073,2.2025278
255,10.201544,0.07779733,1.818519,1.6046405,2.690749,0.020990727,2.753118,2.5641954
256,7.9005675,0.07321564,1.8185227,2.0425951,2.4511352,0.020408785,2.7531157,2.5534332
257,6.42613,0.074086376,1.8185366,2.1955223,2.0222464,0.020594427,2.7531192,2.5784485
258,9.950991,0.07296124,1.8185391,1.7642033,1.9362487,0.020226344,2.753157,2.5334437
259,8.499426,0.07217154,1.8185539,1.846232,2.613145,0.019891698,2.7531774,2.4822843
260,9.396464,0.07533337,1.8185639,1.8140261,2.8088574,0.020993326,2.7532027,2.563244
261,9.126486,0.075832814,1.818569,1.7795801,2.743184,0.020793727,2.7532191,2.3766246
262,5.726923,0.07332337,1.8185685,1.9211375,2.026165,0.02053086,2.753225,2.6410766
263,10.081977,0.07598925,1.8185662,1.6543031,2.7373915,0.020832267,2.7532272,2.6559515
264,7.64798,0.07390709,1.8185722,1.9845785,2.94905,0.02062796,2.7532315,2.3410485
265,10.169177,0.07069526,1.8185933,1.5985479,2.8182647,0.0198086,2.7532575,2.2114136
266,10.095761,0.074801095,1.8186073,1.6516318,3.630596,0.020770272,2.7532632,2.5133238
267,9.670166,0.07603788,1.8186194,1.6554302,2.103978,0.020661991,2.7532382,2.7882304
268,11.546075,0.073958606,1.8186327,1.4814994,2.5985262,0.020500857,2.7532487,2.5954247
269,7.246338,0.07340895,1.8186324,2.1732867,2.0235763,0.02040942,2.7532635,2.7451267
270,7.221761,0.072547875,1.8186417,2.3498316,1.9920028,0.019675793,2.7532332,2.693963
271,9.472804,0.074943125,1.8186542,1.6880329,2.2876828,0.020496588,2.753246,2.9115746
272,8.814275,0.07533759,1.8186638,1.7247689,2.502698,0.02076747,2.7532654,2.7798212
273,10.184882,0.07264387,1.818677,1.6285719,2.822764,0.0198172,2.7532876,2.4475906
274,8.669931,0.07593518,1.8186805,1.8225127,2.4425118,0.02084958,2.7533102,2.3890507
275,8.325393,0.074132554,1.8186944,1.9453351,2.110716,0.020568943,2.7533226,2.3730552
276,9.382161,0.075162604,1.8187068,1.7899983,2.291099,0.020488348,2.7533658,2.8102386
277,10.254957,0.075080395,1.8187081,1.5166439,2.8122516,0.020529155,2.7533693,2.6193013
278,10.687208,0.0742337,1.8187169,1.4945315,3.0776322,0.020393064,2.7533593,2.8688526
279,9.578079,0.075793214,1.8187118,1.6947846,2.8974216,0.020715084,2.7533593,2.5914078
280,9.659087,0.07524718,1.8187208,1.8780988,2.4668756,0.02059919,2.7533736,2.65624
281,8.104902,0.07195285,1.8187363,1.6868268,3.10594,0.020064183,2.7533803,2.2373152
282,7.8805676,0.07412814,1.8187413,1.9570658,2.6730304,0.02049989,2.753382,2.5227172
283,7.423052,0.07268327,1.8187488,2.2532067,2.1075473,0.02008382,2.7533827,2.768446
284,9.7788105,0.075893685,1.8187551,1.5789834,2.7425773,0.020939551,2.7533925,2.7756038
285,9.105712,0.07546119,1.8187549,1.8537927,2.463727,0.02055253,2.7533896,2.7013729
286,8.357681,0.07086701,1.8187712,1.9599848,2.2504988,0.019870128,2.753392,2.7104769
287,7.136853,0.073183596,1.8187693,2.240639,2.156531,0.020025099,2.7534025,2.9380631
