,losses,counter
0,2.3063318729400635,0
1,2.2993879318237305,640
2,2.3036556243896484,1280
3,2.295396089553833,1920
4,2.2984607219696045,2560
5,2.30290150642395,3200
6,2.2971622943878174,3840
7,2.302246332168579,4480
8,2.297794818878174,5120
9,2.2997443675994873,5760
10,2.304352283477783,6400
11,2.2939016819000244,7040
12,2.3090617656707764,7680
13,2.3038060665130615,8320
14,2.296501398086548,8960
15,2.3012020587921143,9600
16,2.3005619049072266,10240
17,2.297734498977661,10880
18,2.2953999042510986,11520
19,2.292383909225464,12160
20,2.2953732013702393,12800
21,2.294107675552368,13440
22,2.295362949371338,14080
23,2.281935930252075,14720
24,2.290695905685425,15360
25,2.297182559967041,16000
26,2.303098678588867,16640
27,2.287461280822754,17280
28,2.285841226577759,17920
29,2.282724618911743,18560
30,2.2880849838256836,19200
31,2.2690210342407227,19840
32,2.2620110511779785,20480
33,2.2701897621154785,21120
34,2.2707178592681885,21760
35,2.269407033920288,22400
36,2.2465004920959473,23040
37,2.2310256958007812,23680
38,2.244053602218628,24320
39,2.1787421703338623,24960
40,2.2103676795959473,25600
41,2.173372745513916,26240
42,2.204810857772827,26880
43,2.144643545150757,27520
44,2.1490557193756104,28160
45,2.1083128452301025,28800
46,2.0742855072021484,29440
47,2.0230839252471924,30080
48,2.0694828033447266,30720
49,2.0033011436462402,31360
50,1.9828728437423706,32000
51,1.9304521083831787,32640
52,1.823778748512268,33280
53,1.8950518369674683,33920
54,1.8774306774139404,34560
55,1.7507338523864746,35200
56,1.675585389137268,35840
57,1.7519887685775757,36480
58,1.628522276878357,37120
59,1.6097402572631836,37760
60,1.5439987182617188,38400
61,1.534456491470337,39040
62,1.4891338348388672,39680
63,1.3677451610565186,40320
64,1.3400444984436035,40960
65,1.3140398263931274,41600
66,1.2684354782104492,42240
67,1.1901823282241821,42880
68,1.1841402053833008,43520
69,1.3191187381744385,44160
70,1.128889560699463,44800
71,1.0259796380996704,45440
72,1.2340927124023438,46080
73,1.1299999952316284,46720
74,1.0423080921173096,47360
75,0.9479579329490662,48000
76,1.0292123556137085,48640
77,0.9235897660255432,49280
78,1.0498769283294678,49920
79,1.1278984546661377,50560
80,0.8729044198989868,51200
81,1.0128967761993408,51840
82,0.945263147354126,52480
83,0.8374665975570679,53120
84,0.8257575035095215,53760
85,0.8182373046875,54400
86,0.7565302848815918,55040
87,0.61831134557724,55680
88,0.9378291368484497,56320
89,0.8307443261146545,56960
90,0.6381773948669434,57600
91,0.957428514957428,58240
92,0.8253702521324158,58880
93,0.7525241374969482,59520
94,0.8084136843681335,60000
95,0.8808066844940186,60640
96,0.7259212136268616,61280
97,0.5051653385162354,61920
98,0.6668487787246704,62560
99,0.6231182813644409,63200
100,0.46945518255233765,63840
101,0.7303057312965393,64480
102,0.6545981764793396,65120
103,0.6344285607337952,65760
104,0.480664998292923,66400
105,0.7210777997970581,67040
106,0.6513652801513672,67680
107,0.5812678337097168,68320
108,0.6111165881156921,68960
109,0.5917068123817444,69600
110,0.5637295842170715,70240
111,0.47752588987350464,70880
112,0.4962654113769531,71520
113,0.5788755416870117,72160
114,0.5601742267608643,72800
115,0.5177111625671387,73440
116,0.713909924030304,74080
117,0.4626811444759369,74720
118,0.5607669353485107,75360
119,0.5206835269927979,76000
120,0.6446882486343384,76640
121,0.522032618522644,77280
122,0.6217603087425232,77920
123,0.5580266714096069,78560
124,0.6991103291511536,79200
125,0.5774376392364502,79840
126,0.5453587174415588,80480
127,0.5831999182701111,81120
128,0.3865608274936676,81760
129,0.41655832529067993,82400
130,0.582240104675293,83040
131,0.5264004468917847,83680
132,0.4637739658355713,84320
133,0.47630107402801514,84960
134,0.5109106302261353,85600
135,0.4685779809951782,86240
136,0.5212435126304626,86880
137,0.8825316429138184,87520
138,0.48559534549713135,88160
139,0.7808666229248047,88800
140,0.781647264957428,89440
141,0.6301122307777405,90080
142,0.4755602478981018,90720
143,0.39983415603637695,91360
144,0.6090447902679443,92000
145,0.5502051711082458,92640
146,0.604556679725647,93280
147,0.44954365491867065,93920
148,0.3488445281982422,94560
149,0.5505432486534119,95200
150,0.4507702589035034,95840
151,0.38781309127807617,96480
152,0.3265984356403351,97120
153,0.48909205198287964,97760
154,0.5737702250480652,98400
155,0.38372528553009033,99040
156,0.33717650175094604,99680
157,0.35543718934059143,100320
158,0.6012896299362183,100960
159,0.6399707794189453,101600
160,0.4753766357898712,102240
161,0.8006330132484436,102880
162,0.532882571220398,103520
163,0.6138182282447815,104160
164,0.4534272849559784,104800
165,0.5144636034965515,105440
166,0.4953373968601227,106080
167,0.4667750597000122,106720
168,0.476467490196228,107360
169,0.36070480942726135,108000
170,0.7393900156021118,108640
171,0.30970120429992676,109280
172,0.48427844047546387,109920
173,0.39940935373306274,110560
174,0.5887341499328613,111200
175,0.4196694493293762,111840
176,0.35849669575691223,112480
177,0.28262218832969666,113120
178,0.39513707160949707,113760
179,0.4148334562778473,114400
180,0.42770370841026306,115040
181,0.3547448515892029,115680
182,0.4784044921398163,116320
183,0.3630438446998596,116960
184,0.6845307946205139,117600
185,0.523025393486023,118240
186,0.3848872482776642,118880
187,0.402281790971756,119520
